任务Id,是否手工完成,任务名称,任务内容,级别限制,年龄限制,阵营限制,性别限制,职业限制,婚姻限制,发放任务的NPC,任务类型,任务性质,发放任务对话,杀戮要求,搜寻要求,传送要求,完成时间限制,验收任务的NPC,任务完成之前对话内容,任务完成之后NPC答复,任务奖励经验值,任务奖励金钱,任务奖励物品id,是否可重复完成,任务前续,力量限制,智力限制,敏捷限制,绝对限制,任务入口,任务出口
290,n,【日常】蓬莱仙境,杀死蓬莱水妖、银铃花鹿、飘渺仙灵、游云飞龙、卷云幽魂,50,,妖魔,,,,jinaodao/qiuyin400,kill,,这些人越来越猖狂，消灭他们！,蓬莱水妖:30|银铃花鹿:30|飘渺仙灵:30|游云飞龙:30|卷云幽魂:30,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
291,n,【日常】蛟龙巢穴,杀死金蛟龙、木蛟龙、水蛟龙、火蛟龙、土蛟龙、七彩龙、金翅蛟龙王,50,,妖魔,,,,jinaodao/qiuyin400,kill,,到蛟龙巢穴消灭这些败类！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,jinaodao/qiuyin400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
292,n,【日常】从仙镇,杀死霜狼、土蝼、无脑僵尸、钦原,15,,人类,,,,kunlunshan/luhexiantong400,kill,,到从仙镇附近去消灭这些败类！,霜狼:30|土蝼:30|无脑僵尸:30|钦原:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
293,n,【日常】昆仑山,杀死虚空幻影、飘渺魔影、天仙教妖道、食肉蝙蝠,15,,人类,,,,kunlunshan/luhexiantong400,kill,,到昆仑山去历练一下吧！,虚空幻影:30|飘渺魔影:30|天仙教妖道:30|食肉蝙蝠:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
294,n,【日常】玉虚宫,杀死虚空幻影、无影幻兽、飘渺魔影、混沌巨鹰,15,,人类,,,,kunlunshan/luhexiantong400,kill,,到玉虚宫附近消灭我们的敌人！,虚空幻影:30|无影幻兽:30|飘渺魔影:30|混沌巨鹰:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
295,n,【日常】黄家庄,杀死荒野豺狼、散架骷髅、腐烂僵尸、腐蚀鸟,15,,人类,,,,kunlunshan/luhexiantong400,kill,,去黄家庄消灭这些败类！,荒野豺狼:30|散架骷髅:30|腐烂僵尸:30|腐蚀鸟:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
296,n,【日常】幽澜秘境,杀死馨兰花妖王、文竹绿妖、太阳王,15,,人类,,,,kunlunshan/luhexiantong400,kill,,到幽澜秘境去，杀了头领！,馨兰花妖王:1|文竹绿妖:1|太阳王:1,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,300,bossdrop/yinsehuiji:1,2,,,,,,null,null
297,n,【日常】将军墓,杀死鬼灵弓兵、骷髅战马、陵墓守卫、怨鬼、金甲骸骨,35,,人类,,,,kunlunshan/luhexiantong400,kill,,到将军墓去杀了那些装神弄鬼的东西！,鬼灵弓兵:30|骷髅战马:30|陵墓守卫:30|怨鬼:30|金甲骸骨:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
298,n,【日常】两镜湖,杀死玫瑰藤、毒花婆婆、铁甲乌龟、小荷妖、荷花女,35,,人类,,,,kunlunshan/luhexiantong400,kill,,到两镜湖去历练吧！,玫瑰藤:30|毒花婆婆:30|铁甲乌龟:30|小荷妖:30|荷花女:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
299,n,【日常】蓬莱水阁,杀死小云妖、水雾魔怪、素蛟龙、逐浪火鹤、云海蟹怪,35,,人类,,,,kunlunshan/luhexiantong400,kill,,去蓬莱水阁吧，消灭那里的敌人！,小云妖:30|水雾魔怪:30|素蛟龙:30|逐浪火鹤:30|云海蟹怪:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
300,n,【日常】牧野,杀死周军兵卒、周军刀斧手、周军骑兵、周军枪兵,35,,人类,,,,kunlunshan/luhexiantong400,kill,,牧野是你的战场，快去吧！,周军兵卒:30|周军刀斧手:30|周军骑兵:30|周军枪兵:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
301,n,【日常】冥府,杀死秦广王，五道转轮王，阎罗王,35,,人类,,,,kunlunshan/luhexiantong400,kill,,冥府，那些头领非常令人厌恶，杀了他们！,阎罗王:1|秦广王:1|五道转轮王:1,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,400,bossdrop/yinsehuiji:2,2,,,,,,null,null
302,n,【日常】外海,杀死白羽毛藻、影蝴蝶鱼、魔天影鲨、银顶巨鲸、晶刺水母、持戟人鱼,50,,人类,,,,kunlunshan/luhexiantong400,kill,,到外海消灭这些败类！,白羽毛藻:30|影蝴蝶鱼:30|魔天影鲨:30|银顶巨鲸:30|晶刺水母:30|持戟人鱼:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
303,n,【日常】炎帝谷,杀死山谷迷途者、山谷求仙者、逃逸苦力、山谷苦修者、山谷幽影,50,,人类,,,,kunlunshan/luhexiantong400,kill,,去炎帝谷消灭他们！,山谷迷途者:30|山谷求仙者:30|逃逸苦力:30|山谷苦修者:30|山谷幽影:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
304,n,【日常】流光平原,杀死金色甲虫、流光狼蛛、平原青鸟、平原巡逻兵、平原雪狼,50,,人类,,,,kunlunshan/luhexiantong400,kill,,流光平原，快去杀了他们！,金色甲虫:30|流光狼蛛:30|平原青鸟:30|平原巡逻兵:30|平原雪狼:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
305,n,【日常】蓬莱仙境,杀死蓬莱水妖、银铃花鹿、飘渺仙灵、游云飞龙、卷云幽魂,50,,人类,,,,kunlunshan/luhexiantong400,kill,,这些人越来越猖狂，消灭他们！,蓬莱水妖:30|银铃花鹿:30|飘渺仙灵:30|游云飞龙:30|卷云幽魂:30,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
306,n,【日常】蛟龙巢穴,杀死金蛟龙、木蛟龙、水蛟龙、火蛟龙、土蛟龙、七彩龙、金翅蛟龙王,50,,人类,,,,kunlunshan/luhexiantong400,kill,,到蛟龙巢穴消灭这些败类！,金蛟龙:1|木蛟龙:1|水蛟龙:1|火蛟龙:1|土蛟龙:1|七彩龙:1|金翅蛟龙王:1,,,,kunlunshan/luhexiantong400,为了银色徽记！快去快回！,干的不错！这枚银色徽记就是你的了！,,500,bossdrop/yinsehuiji:3,2,,,,,,null,null
307,n,扫除妖孽,杀死长桥守卫、游荡道人各1名，完成后找玉柱洞练气士云中子复命,1,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,新人，来第一次挑战吧！,长桥守卫:1|游荡道人:1,,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,150,300,,,,,,,,wujinchangqiao/wujinchangqiao,zhongnanshan/yuzhudong
308,n,清除杂念,杀死白骨幻象、冤鬼魂各1名，完成后找玉柱洞练气士云中子复命,1,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,清除你脑中的杂念吧！,白骨幻象:1|冤鬼魂:1,,,,zhongnanshan/yunzhongzi400,快去快回！,你又一次完成了任务？,450,300,,,307,,,,,wujinchangqiao/wujinchangqiao,zhongnanshan/yuzhudong
309,n,扫除妖孽,杀死幻夜守卫、幻夜骑兵各2名，完成后找玉柱洞练气士云中子复命,3,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,杀死幻夜村的败类！,幻夜守卫:2|幻夜骑兵:2,,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,900,500,,,308,,,,,huanyecun/huanyecun,zhongnanshan/yuzhudong
310,n,清理村落,杀死闪亮妖虫3只，幻夜村民3名，完成后找玉柱洞练气士云中子复命,3,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,杀死幻夜村的败类！,闪亮妖虫:3|幻夜村民:3,,,,zhongnanshan/yunzhongzi400,快去快回！,继续努力！,1600,500,,,309,,,,,huanyecun/huanyecun,zhongnanshan/yuzhudong
311,n,神器,杀死幻夜神婆，得到2个施法神器，完成后找玉柱洞练气士云中子复命,3,,人类,,,,zhongnanshan/yunzhongzi400,find,1,杀死那些装神弄鬼的神婆，抢夺他们施法的神器！,,施法神器:2,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,3000,500,,,310,,,,,huanyecun/huanyecun,zhongnanshan/yuzhudong
312,n,扫除败类,杀死烈火营地哨兵、烈火营地守卫各3名，完成后找玉柱洞练气士云中子复命,5,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,杀死那些烈火营的败类！,烈火营地哨兵:3|烈火营地守卫:3,,,,zhongnanshan/yunzhongzi400,快去快回！,你又一次完成了任务？,4000,700,,,311,,,,,liehuoying/liehuobeishao,zhongnanshan/yuzhudong
313,n,马蹄,杀死烈火营地骑兵得到他们战马的马蹄铁4块，完成后找玉柱洞练气士云中子复命,5,,人类,,,,zhongnanshan/yunzhongzi400,find,1,我们要这些废铁做什么？总归会有用处的！,,马蹄铁:4,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,6500,700,,,312,,,,,liehuoying/liehuobeishao,zhongnanshan/yuzhudong
314,n,龙鳞,杀死火焰幼龙、火焰龙得到火焰龙鳞5片，完成后找玉柱洞练气士云中子复命,5,,人类,,,,zhongnanshan/yunzhongzi400,find,1,火焰龙鳞？这些珍贵的材料，快去给我找一些吧！,,火焰龙鳞:5,,,zhongnanshan/yunzhongzi400,快去快回！,继续努力！,7500,700,,,313,,,,,liehuoying/liehuobeishao,zhongnanshan/yuzhudong
315,n,扫除败类,杀死冽风村民、寒风游民各5名，完成后找玉柱洞练气士云中子复命,8,,人类,,,,zhongnanshan/yunzhongzi400,kill,1,杀死那些冽风败类！,冽风村民:5|寒风游民:5,,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,8000,1000,,,314,,,,,liefengcun/liefengcunkou,zhongnanshan/yuzhudong
316,n,鹰羽,杀死白色巨鹰得到白色鹰羽5根，完成后找玉柱洞练气士云中子复命,8,,人类,,,,zhongnanshan/yunzhongzi400,find,1,那些白色鹰羽正好配我的长袍！找些给我！,,白色鹰羽:5,,,zhongnanshan/yunzhongzi400,快去快回！,你又一次完成了任务？,9000,1000,,,315,,,,,liefengcun/liefengcunkou,zhongnanshan/yuzhudong
317,n,密信,杀死冽风骑兵、冽风守卫得到他们与妖魔互通的密信5封，完成后找玉柱洞练气士云中子复命,8,,人类,,,,zhongnanshan/yunzhongzi400,find,1,那些和敌人私通的败类！找出他们身上的密信带给我！,,密信:5,,,zhongnanshan/yunzhongzi400,快去快回！,作为新人，你干的不错！,10000,1000,,,316,,,,,liefengcun/liefengcunkou,zhongnanshan/yuzhudong
318,n,清理海岸,杀死绿海藻精1名，龙纹妖螺1个，完成后找声名山练气士吕岳复命,1,,妖魔,,,,jiulongdao/lvyue400,kill,1,新人，来第一次挑战吧！,绿海藻精:1|龙纹妖螺:1,,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,150,300,,,,,,,,minglingzhihai/minglingqianhai,jiulongdao/shengmingshan
319,n,捕鱼,杀死尖牙利齿鱼，红鳞狂鱼各2条，完成后找声名山练气士吕岳复命,1,,妖魔,,,,jiulongdao/lvyue400,kill,1,杀死那些作孽的臭鱼！,尖牙利齿鱼:2|红鳞狂鱼:2,,,,jiulongdao/lvyue400,快去快回！,你又一次完成了任务？,450,300,,,318,,,,,minglingzhihai/minglingqianhai,jiulongdao/shengmingshan
320,n,清理海岸,杀死游荡蟹精3名，两栖岩螺3个，完成后找声名山练气士吕岳复命,3,,妖魔,,,,jiulongdao/lvyue400,kill,1,海岸上有一些作恶的败类，杀了他们！,游荡蟹精:3|两栖岩螺:3,,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,900,500,,,319,,,,,shanyaohaiwan/shanliangshatan,jiulongdao/shengmingshan
321,n,扫除败类,杀死海湾守卫、海湾骑兵各3名，完成后找声名山练气士吕岳复命,3,,妖魔,,,,jiulongdao/lvyue400,kill,1,海湾上那些败类，杀了他们！,海湾守卫:3|海湾骑兵:3,,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,1600,500,,,320,,,,,shanyaohaiwan/shanliangshatan,jiulongdao/shengmingshan
322,n,毒药,杀死黄沙蜥蜴得到蜥蜴毒3滴，完成后找声名山练气士吕岳复命,3,,妖魔,,,,jiulongdao/lvyue400,find,1,毒，对于我来说更有用，杀了那些蜥蜴，找到它们的蜥蜴毒！,,蜥蜴毒:3,,,jiulongdao/lvyue400,快去快回！,继续努力！,3000,500,,,321,,,,,shanyaohaiwan/shanliangshatan,jiulongdao/shengmingshan
323,n,扫除妖孽,杀死白骨骑士、骷髅妖兵各4名，完成后找声名山练气士吕岳复命,5,,妖魔,,,,jiulongdao/lvyue400,kill,1,骷髅岗那里不算太平，杀了那些只有骨头的人！,白骨骑士:4|骷髅妖兵:4,,,,jiulongdao/lvyue400,快去快回！,你又一次完成了任务？,4500,700,,,322,,,,,kulougang/feiqimaolu,jiulongdao/shengmingshan
324,n,魂之精粹,杀死游荡孤魂、尖啸惊魂得到5颗魂之精粹，完成后找声名山练气士吕岳复命,5,,妖魔,,,,jiulongdao/lvyue400,find,1,魂之精粹？！对于修行来说很有用处，去找些回来吧！,,魂之精粹:5,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,6500,700,,,323,,,,,kulougang/feiqimaolu,jiulongdao/shengmingshan
325,n,孤魂,杀死枯骨精得到孤魂5颗，完成后找声名山练气士吕岳复命,5,,妖魔,,,,jiulongdao/lvyue400,find,1,收复那些孤魂！,,孤魂:5,,,jiulongdao/lvyue400,快去快回！,继续努力！,7500,700,,,324,,,,,kulougang/feiqimaolu,jiulongdao/shengmingshan
326,n,扫除妖孽,杀死游荡恶狼、金毛雄狮各5头，完成后找声名山练气士吕岳复命,8,,妖魔,,,,jiulongdao/lvyue400,kill,1,清除岛上那些作恶的畜生！,游荡恶狼:5|金毛雄狮:5,,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,8000,1000,,,325,,,,,mihuandao/miwudukou,jiulongdao/shengmingshan
327,n,鳄鱼皮,杀死凶猛鳄鱼得到鳄鱼皮10张，完成后找声名山练气士吕岳复命,8,,妖魔,,,,jiulongdao/lvyue400,find,1,鳄鱼皮？正好可以给我做一件皮衣！,,鳄鱼皮:10,,,jiulongdao/lvyue400,快去快回！,你又一次完成了任务？,9000,1000,,,326,,,,,mihuandao/miwudukou,jiulongdao/shengmingshan
328,n,五彩尾翎,杀死白色巨鹰、杂毛朱雀得到五彩尾翎15根，完成后找声名山练气士吕岳复命,8,,妖魔,,,,jiulongdao/lvyue400,find,1,再给我漂亮的衣服上搭配些饰品！,,五彩尾翎:15,,,jiulongdao/lvyue400,快去快回！,作为新人，你干的不错！,10000,1000,,,327,,,,,mihuandao/miwudukou,jiulongdao/shengmingshan
329,n,云梦水滴,杀死云水小妖，得到云梦水滴20颗,58,,,,,,plhuanjing/jieyindaoren400,find,,云梦水滴---做药引子的极品，给我找些回来,,云梦水滴:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,40000,10000,,,,,,,,null,null
330,n,醉梦花瓣,杀死花瓣小仙，得到醉梦花瓣20片,58,,,,,,plhuanjing/jieyindaoren400,find,,醉梦花瓣---另一味真贵药材，一并找来,,醉梦花瓣:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,40000,10000,,,,,,,,null,null
331,n,小仙的清梦,杀死清梦小仙，偷去小仙的清梦20个,58,,,,,,plhuanjing/jieyindaoren400,find,,这些做梦的小仙们，杀了他们，偷来他们的清梦为我安眠！,,小仙的清梦:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,40000,10000,,,,,,,,null,null
332,n,那些小卒,杀死魔幻小妖，飘叶小仙各30名,58,,,,,,plhuanjing/jieyindaoren400,kill,,这些小卒，扰我修行，杀了他们,魔幻小妖:30|飘叶小仙:31,,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,40000,10000,,,,,,,,null,null
333,n,透明的翅膀,杀死轻盈小妖，得到透明的翅膀20对,58,,,,,,plhuanjing/jieyindaoren400,find,,这些透明的翅膀让我着迷，给我找来！,,透明的翅膀:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,40000,10000,,,,,,,,null,null
334,n,收复怨念,杀死邪恶怨念30个,60,,,,,,plhuanjing/jieyindaoren400,kill,,那些邪恶的怨念，杀了他们！,邪恶怨念:30,,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,42000,10000,,,,,,,,null,null
335,n,血灵,杀死嗜血精灵，得到血灵20颗,60,,,,,,plhuanjing/jieyindaoren400,find,,这味药，需要多少灵魂？！今天你就帮我找来血灵吧！,,血灵:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,42000,10000,,,,,,,,null,null
336,n,苦修精粹,杀死飘渺苦行者，幽影清修者，得到苦修精粹20颗,60,,,,,,plhuanjing/jieyindaoren400,find,,苦修的精粹是我安定我元神的妙物，速速找来！,,苦修精粹:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,42000,10000,,,,,,,,null,null
337,n,那些鬼魂,杀死幽白鬼影，无影幽魂各30名,60,,,,,,plhuanjing/jieyindaoren400,kill,,那些鬼魂，让我不得安宁，快去杀了他们！,幽白鬼影:30|无影幽魂:30,,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,42000,10000,,,,,,,,null,null
338,n,野兽的气息,杀死猛虎幽魂，狂豹幽魂，得到猛兽的气息20丝,62,,,,,,plhuanjing/jieyindaoren400,find,,这味药，需要2种气息，先去找来猛兽的气息吧！,,猛兽的气息:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,44000,10000,,,,,,,,null,null
339,n,飞禽的气息,杀死蝙蝠幽魂，猎鹰幽魂，得到飞禽的气息20丝,62,,,,,,plhuanjing/jieyindaoren400,find,,很好，再去找来飞禽的气息！,,飞禽的气息:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,44000,10000,,,338,,,,,null,null
340,n,黯白毛皮,杀死黯白雪狼，得到黯白毛皮20张,62,,,,,,plhuanjing/jieyindaoren400,find,,雪狼的毛皮是我的最爱，顺便给我找来！,,黯白毛皮:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,44000,10000,,,,,,,,null,null
341,n,霜莹狼魂,杀死幽灵恐狼，得到霜莹狼魂20颗,62,,,,,,plhuanjing/jieyindaoren400,find,,第二种灵魂---霜莹狼魂，去找来吧！,,霜莹狼魂:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,44000,10000,,,335,,,,,null,null
342,n,幽魂梦精华,杀死紫梦幽魂，得到幽魂梦精华20颗,64,,,,,,plhuanjing/jieyindaoren400,find,,这药需要3种精华，先去找来幽魂梦精华吧！,,幽魂梦精华:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,,,,,,null,null
343,n,幽魂云精华,杀死云夜幽魂，得到幽魂云精华20颗,64,,,,,,plhuanjing/jieyindaoren400,find,,第二种精华---幽魂云精华，速去速回！,,幽魂云精华:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,342,,,,,null,null
344,n,幽魂雾精华,杀死迷雾幽魂，得到幽魂雾精华20颗,64,,,,,,plhuanjing/jieyindaoren400,find,,幽魂雾精华---第三种精华，快去吧！,,幽魂雾精华:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,343,,,,,null,null
345,n,仙之雨露,杀死雨露仙，得到仙之雨露20滴,64,,,,,,plhuanjing/jieyindaoren400,find,,三种露，先去找仙之雨露吧！,,仙之雨露:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,,,,,,null,null
346,n,仙之花露,杀死花露仙，得到仙之花露20滴,64,,,,,,plhuanjing/jieyindaoren400,find,,第二种仙露:花露，快去吧！,,仙之花露:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,345,,,,,null,null
347,n,仙之寒露,杀死寒露仙，得到仙之寒露20滴,64,,,,,,plhuanjing/jieyindaoren400,find,,最后一种:寒露，就在寒露仙身上，快快拿来！,,仙之寒露:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,46000,10000,,,346,,,,,null,null
348,n,花斑鹿皮,杀死花鹿幽魂，得到花斑鹿皮20张,66,,,,,,plhuanjing/jieyindaoren400,find,,哦，花斑鹿皮！我看燃灯道人那里很美的鹿皮，你也去给我找些回来！,,花斑鹿皮:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,48000,10000,,,,,,,,null,null
349,n,霜魂,杀死落霜妖，得到霜魂20颗,66,,,,,,plhuanjing/jieyindaoren400,find,,霜魂---这是第三种灵魂，快去找找！,,霜魂:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,48000,10000,,,341,,,,,null,null
350,n,萦语片段,杀死萦语水妖，得到萦语片段20段,66,,,,,,plhuanjing/jieyindaoren400,find,,那些萦语水妖似乎有些微词，去搜罗他们的只言片语！,,萦语片段:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,48000,10000,,,,,,,,null,null
351,n,铃兰花露蜜,杀死铃兰花仙，得到铃兰花露蜜20瓶,66,,,,,,plhuanjing/jieyindaoren400,find,,铃兰花露蜜是这药最关键的材料，快去找找~,,铃兰花露蜜:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,48000,10000,,,,,,,,null,null
352,n,那些弱者,杀死净水狂妖，花雨妖精各30名,66,,,,,,plhuanjing/jieyindaoren400,kill,,顺路杀了那些无用的家伙！,净水狂妖:30|花雨妖精:30,,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,48000,10000,,,,,,,,null,null
353,n,噬骨毒液,杀死噬骨妖，得到噬骨毒液20瓶,68,,,,,,plhuanjing/jieyindaoren400,find,,毒，历来也是药中不可缺少的东西！噬骨毒液更是毒中之毒！,,噬骨毒液:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,50000,10000,,,,,,,,null,null
354,n,冰雪花,杀死落雪仙，冰凝水妖，得到冰雪花20朵,68,,,,,,plhuanjing/jieyindaoren400,find,,冰雪花，既是冰仙冰妖的元神所在，也是这药必不可少的一种材料，为了它，杀了他们，取回冰雪花！,,冰雪花:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,50000,10000,,,,,,,,null,null
355,n,紫色藤蔓,杀死藤蔓女妖，得到紫色藤蔓20条,68,,,,,,plhuanjing/jieyindaoren400,find,,紫色藤蔓，对了！还有紫色藤蔓！这重要的原料，差点忘记了！,,紫色藤蔓:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,50000,10000,,,,,,,,null,null
356,n,风露水,杀死倾风露水仙，得到风露水20瓶,68,,,,,,plhuanjing/jieyindaoren400,find,,风露水，这调和的原料，快去快回！,,风露水:20,,,plhuanjing/jieyindaoren400,速去速回吧！,做的不错，继续努力吧！,50000,10000,,,,,,,,null,null
357,n,燃烧仙灵,杀死浴火仙，得到燃烧仙灵20颗,68,,,,,,plhuanjing/jieyindaoren400,find,,最后一种灵魂，仙的灵魂，那熊熊火焰不熄的燃烧灵魂，就是他！浴火仙！杀了他们，拿回这最后的药材！,,燃烧仙灵:20,,,plhuanjing/jieyindaoren400,速去速回吧！,用这些奇药做出的仙丹，也送你一些！还有这枚奖章！你的勇气和能力已经得到肯定，未来的路自己走吧！,50000,10000,liandan/weiwoduzun:1,,349,,,,,null,null
358,n,幽魂之梦精华,杀死紫梦幽魂，得到幽魂之梦精华10颗,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付幽魂之梦精华，以获得更多的经验！,,幽魂之梦精华:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,10000,,,1,342,,,,,null,null
359,n,幽魂之云精华,杀死云夜幽魂，得到幽魂之云精华10颗,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付幽魂之云精华，以获得更多的经验。,,幽魂之云精华:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,20000,,,1,343,,,,,null,null
360,n,幽魂之雾精华,杀死迷雾幽魂，得到幽魂之雾精华10颗,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付幽魂之雾精华，以获得更多的经验,,幽魂之雾精华:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,30000,,,1,344,,,,,null,null
361,n,仙凝雨露,杀死雨露仙，得到仙凝雨露10滴,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付仙凝雨露，以获得更多的经验,,仙凝雨露:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,10000,,,1,345,,,,,null,null
362,n,仙凝花露,杀死花露仙，得到仙凝花露10滴,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付仙凝花露，以获得更多的经验,,仙凝花露:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,20000,,,1,346,,,,,null,null
363,n,仙凝寒露,杀死寒露仙，得到仙凝寒露10滴,64,,,,,,plhuanjing/zhuntidaoren400,find,,你可以交付咸宁寒露，以获得更多的经验,,仙凝寒露:10,,,plhuanjing/zhuntidaoren400,速去速回吧！,干的不错，继续努力！,30000,,,1,347,,,,,null,null
